Swimmer name,Year of birth,Country,Time,Splits,Date
"LLOYD, Ieuan",1993,Great Britain,2:04.89,[],17 Mar 2009
"BAYRAC, Thibault",1991,France,2:04.90,"['27.20', '32.77', '1:04.']",9 Jul 2009
"HASLETT, Andrew",1990,Great Britain,2:04.93,[],30 Jul 2009
"STOSS, Sebastian",1986,Austria,2:04.94,"['26.74', '30.97', '37.85', '29.38']",26 Apr 2009
"SOLAECHE GOMEZ, Eduardo",1993,Spain,2:04.98,"['27.49', '1:37.']",30 Jul 2009
"MAIELLO, Gianluca",1988,Italy,2:04.99,"['26.64', '31.87', '37.09', '29.39']",5 Mar 2009
"VOLOVNIK, Ilya",1988,Russia,2:05.05,"['27.40', '31.69', '36.50', '29.46']",29 Apr 2009
"COLEMAN, Lewis",1992,Great Britain,2:05.06,[],17 Mar 2009
"WALLIN, Christoffer",1990,Sweden,2:05.12,"['26.29', '32.14', '36.71', '29.98']",2 Jul 2009
"MILLI, Matteo",1989,Italy,2:05.13,"['26.30', '30.92', '38.09', '29.82']",12 Aug 2009
"TONIATO, Andrea",1991,Italy,2:05.16,"['26.52', '32.59', '35.19', '30.86']",5 Mar 2009
"GREGORY, David",1992,Great Britain,2:05.16,[],31 Jul 2009
"HASSDENTEUFEL, Lucien",1990,Germany,2:05.17,"['26.61', '32.15', '37.64', '28.77']",16 Jan 2009
"BERNEK, Peter",1992,Hungary,2:05.18,"['26.55', '30.31', '1:08.']",28 Jun 2009
"KEREKJARTO, Tamas",1979,Hungary,2:05.22,"['25.97', '31.63', '36.80', '30.82']",8 Aug 2009
"AGGELE van, Robin",1984,Netherlands,2:05.32,"['25.74', '33.79', '36.17', '29.62']",12 Jun 2009
"FRANCIOLINI, Federico",1988,Italy,2:05.33,"['27.17', '33.60', '34.92', '29.64']",12 Aug 2009
"VAZAIOS, Andreas",1994,Greece,2:05.37,[],16 Jul 2009
"FASTENKO, Vadym",1989,Ukraine,2:05.40,"['26.23', '32.98', '36.02', '30.17']",14 Jun 2009
"FURLAN, Filippo",1986,Italy,2:05.43,"['26.08', '33.53', '36.78', '29.04']",5 Mar 2009
"QUINN, Jonathan",1990,Great Britain,2:05.45,[],17 Mar 2009
"IACOBONE, Stefano",1987,Italy,2:05.49,"['26.64', '34.28', '35.65', '28.92']",30 May 2009
"MCKENNA, Mark",1988,Great Britain,2:05.49,[],5 Dec 2009
"CARSTENSEN, Jacob",1978,Denmark,2:05.55,"['27.27', '32.62', '36.29', '29.37']",7 Apr 2009
"SORET, Bastien",1992,Belgium,2:05.58,[],28 Jul 2009
"DOWNES, Edward",1987,Great Britain,2:05.60,[],27 Jun 2009
"PEDURAND, Ganesh",1992,France,2:05.72,"['27.59', '32.06', '35.86', '30.21']",21 May 2009
"SANTOS, Alexis Manacas",1992,Portugal,2:05.72,"['27.83', '31.22', '36.72', '29.95']",21 Jul 2009
"LOVATT, James",1989,Great Britain,2:05.75,[],17 Mar 2009
"LEAHY, Sean",1990,Great Britain,2:05.75,[],30 Jul 2009
"SHNAIDER, Yaniv",1987,Israel,2:05.76,"['27.14', '32.51', '36.79', '29.32']",14 Feb 2009
"RONDAN, Arnaud",1988,France,2:05.76,"['26.94', '32.40', '36.32', '30.10']",25 Apr 2009
"SARGENT, John",1985,Great Britain,2:05.77,[],30 Jul 2009
"NIZ, Adriano Miguel",1986,Portugal,2:05.82,"['26.11', '32.08', '37.18', '30.45']",21 Jul 2009
"KATRANTZIS, Christos",1992,Greece,2:05.82,[],6 Aug 2009
"DEKKER, Bram",1989,Netherlands,2:05.88,"['26.76', '32.38', '36.72', '30.02']",12 Jun 2009
"ABIS, Federico",1986,Italy,2:05.88,"['27.42', '32.11', '37.02', '29.33']",12 Aug 2009
"STRELNIKOV, Sergey",1991,Russia,2:05.93,[],16 Apr 2009
"MIKHEEV, Mikhail",1988,Russia,2:05.96,"['27.18', '32.02', '36.75', '30.01']",29 Apr 2009
"M'RABET, Taki",1989,France,2:05.96,"['26.30', '32.55', '37.05', '30.06']",13 Jun 2009
"HAYET, Nimrod",1991,Israel,2:05.97,"['26.55', '32.74', '36.15', '30.53']",9 Jan 2009
"CASTET MADRONA, Yonatan",1990,Spain,2:05.98,"['27.22', '1:38.']",21 Jul 2009
"MANAUDOU, Florent",1990,France,2:06.08,"['59.63', '1:06.']",27 Jun 2009
"LAGET, Adrien",1988,France,2:06.11,"['26.55', '33.25', '36.68', '29.63']",25 Apr 2009
"WOLTHUIZEN, Devi",1987,Netherlands,2:06.11,"['59.25', '1:06.']",12 Jun 2009
"SCHOOTBRUGGE van de, Sam",1993,Netherlands,2:06.17,[],31 Jul 2009
"WUDTKE, Paul",1992,Germany,2:06.17,"['27.62', '32.38', '35.77', '30.40']",19 Dec 2009
"PIZZOLLA, Ivano",1992,Italy,2:06.18,"['27.56', '32.70', '35.02', '30.90']",12 Aug 2009
"QUILLIEC, Benjamin",1988,France,2:06.23,"['26.78', '32.66', '37.08', '29.71']",25 Apr 2009
"KLARSKOV, Morten",1992,Denmark,2:06.24,"['26.45', '32.91', '1:06.']",9 Jul 2009
"GIANNANTONI, Alessio",1985,Italy,2:06.27,"['27.52', '32.58', '36.59', '29.58']",5 Mar 2009
"ATASAY, Serkan",1970,Turkey,2:06.27,"['26.52', '33.07', '36.04', '30.64']",29 Jul 2009
"FRASCHI, Matteo",1992,Italy,2:06.30,"['26.67', '33.22', '35.52', '30.89']",12 Aug 2009
"NAZARENKO, Dmytro",1980,Ukraine,2:06.33,"['27.55', '31.52', '37.41', '29.85']",24 Mar 2009
"LIESS, Alexandre",1991,Switzerland,2:06.33,"['1:00.', '1:06.']",16 Jul 2009
"TUDOSE, Constantin",1991,Romania,2:06.35,"['27.66', '32.26', '1:06.']",9 Jul 2009
"OLIVEIRA, Miguel Silva",1991,Portugal,2:06.36,"['27.08', '33.30', '36.55', '29.43']",30 May 2009
"SCHWINGENSCHLOEGL, Fabian",1991,Germany,2:06.36,"['26.70', '33.37', '1:06.']",25 Jun 2009
"SAVCHENKO, Egor",1990,Russia,2:06.37,"['27.92', '35.03', '34.32', '29.10']",29 Apr 2009
"DIMITRAKOPOULOS, Haralabos",1990,Greece,2:06.37,[],9 May 2009
"SUZIN, Marcin",1993,Poland,2:06.37,"['27.21', '32.43', '36.40', '30.33']",20 Jul 2009
"COSTE, Camille",1989,France,2:06.42,"['26.30', '33.14', '37.60', '29.38']",25 Apr 2009
"LANDRY, Romain",1989,France,2:06.42,"['27.06', '32.12', '37.14', '30.10']",25 Apr 2009
"MARISSEN, Mike",1992,Netherlands,2:06.44,"['26.92', '32.59', '1:06.']",9 Jul 2009
"BERNARD, Alain",1983,France,2:06.46,"['59.73', '1:06.']",17 Jan 2009
"JOHANSSON, Johan",1991,Sweden,2:06.48,"['27.66', '33.07', '34.97', '30.78']",2 Jul 2009
"SANNA, Daniele",1989,Italy,2:06.48,[],8 Jul 2009
"DELAFONT, Vincent",1988,France,2:06.52,"['26.19', '33.21', '36.34', '30.78']",25 Apr 2009
"PETER, Jeremy",1988,France,2:06.52,"['27.94', '32.68', '35.35', '30.55']",8 Aug 2009
"THOMSON, James A",1989,Great Britain,2:06.53,[],27 Jun 2009
"MOUEDDENE, Eddie",1990,France,2:06.55,"['27.90', '31.29', '37.30', '30.06']",21 May 2009
"CRAWFORD, James",1988,Great Britain,2:06.56,[],27 Jun 2009
"GARCIA RAPADO, Diego",1985,Spain,2:06.56,"['27.74', '1:38.']",21 Jul 2009
"SIMKOVIC, Oliver",1991,Austria,2:06.62,"['27.94', '30.98', '37.33', '30.37']",26 Apr 2009
"SAMILIDIS, Panagiotis",1993,Greece,2:06.62,[],16 Jul 2009
"MOLINA RUZ, Sergio",1989,Spain,2:06.64,"['27.46', '1:39.']",5 Apr 2009
"BIGELMANN, Robert",1992,Germany,2:06.67,"['27.43', '32.09', '1:07.']",25 Jun 2009
"MIQUELESTORENA, Nicolas",1982,France,2:06.71,"['26.45', '32.85', '35.90', '31.51']",25 Apr 2009
"TRENDA, Pawel",1992,Poland,2:06.75,"['1:00.', '1:05.']",29 May 2009
"SHEAD, Matthew",1989,Great Britain,2:06.76,"['26.40', '33.35', '36.18', '30.83']",8 Aug 2009
"GIACOMUNI, Cristiano",1991,Italy,2:06.78,"['27.27', '32.14', '38.36', '29.01']",12 Aug 2009
"RAVNAN, Eirik",1989,Norway,2:06.84,"['27.08', '32.69', '36.84', '30.23']",5 Mar 2009
"VERREUSSEL, Davy",1989,Netherlands,2:06.85,"['27.85', '33.19', '35.09', '30.72']",12 Jun 2009
"TRANNOY, Kevin",1987,France,2:06.86,"['26.58', '32.72', '37.88', '29.68']",28 Mar 2009
"MUIR, Ross I",1991,Great Britain,2:06.86,[],31 Jul 2009
"BELOUSOV, Nikita",1989,Russia,2:06.88,"['27.33', '32.68', '36.75', '30.12']",29 Apr 2009
"SANKOVICH, Pavel",1990,Belarus,2:06.90,"['25.68', '31.17', '1:10.']",1 May 2009
"VANLUCHENE, Emmanuel",1992,Belgium,2:06.91,[],28 Jul 2009
"PISU, Stefano",1990,Italy,2:06.92,"['27.32', '32.10', '36.51', '30.99']",5 Mar 2009
"ALDABE BOMSTAD, Marco",1993,Spain,2:06.92,"['27.74', '1:39.']",21 Jul 2009
"COSMA, Joseph",1990,Italy,2:06.97,"['27.21', '32.25', '37.03', '30.48']",12 Aug 2009
"MARGIS, Mindaugas",1981,Lithuania,2:06.99,"['25.84', '33.04', '37.97', '30.14']",29 Jul 2009
"ALLISON, Matthew",1991,Great Britain,2:06.99,[],31 Jul 2009
"LEIRO ALVAREZ, Luis",1990,Spain,2:07.00,"['28.24', '1:38.']",21 Jul 2009
"MARIN SANCHEZ, Rafael",1991,Spain,2:07.02,"['26.80', '1:40.']",5 Apr 2009
"REGO, Ricardo Amorim",1984,Portugal,2:07.02,"['27.49', '32.68', '36.94', '29.91']",21 Jul 2009
"GAYVORONSKIY, Denis",1991,Israel,2:07.03,"['27.08', '32.27', '1:07.']",9 Jul 2009
"WILLIS, Andrew",1990,Great Britain,2:07.03,[],30 Jul 2009
"RAMKVIST, Kristian",1985,Sweden,2:07.04,"['27.34', '32.59', '36.57', '30.54']",2 Jul 2009
"DEBOURGES, William",1991,France,2:07.05,"['27.67', '33.28', '36.13', '29.97']",21 May 2009
"CASALINO, Alessio",1986,Italy,2:07.05,"['27.82', '31.54', '37.12', '30.57']",30 May 2009
"KOLOSOV, Anton",1992,Russia,2:07.07,[],16 Apr 2009
"FRANK, Simon",1990,Sweden,2:07.07,"['26.98', '32.56', '37.20', '30.33']",2 Jul 2009
"GARCIA ANIDO, Abel",1988,Spain,2:07.08,"['28.42', '1:38.']",5 Apr 2009
"LOPEZ LOPEZ, Enrique",1988,Spain,2:07.09,"['26.36', '1:40.']",30 Jun 2009
"DIMITRIEV, Artur",1989,Russia,2:07.11,"['27.44', '33.31', '36.63', '29.73']",29 Apr 2009
"MARIN, Luca",1986,Italy,2:07.12,"['27.48', '31.72', '37.70', '30.22']",30 May 2009
"CASSOL, Davide",1980,Italy,2:07.14,[],8 Jul 2009
"SANCHEZ MORENO, Francisco Antonio",1987,Spain,2:07.14,"['27.10', '1:40.']",21 Jul 2009
"CARNOL, Laurent",1989,Luxembourg,2:07.15,"['28.10', '34.93', '34.16', '29.96']",13 Jun 2009
"KARASEK, David Raphael",1987,Switzerland,2:07.17,"['27.36', '33.25', '36.50', '30.06']",22 Mar 2009
"CANU, Edoardo",1988,Italy,2:07.19,"['27.00', '32.92', '36.82', '30.45']",12 Aug 2009
"GLAESNER, Mads",1988,Denmark,2:07.20,"['26.88', '33.81', '38.35', '28.16']",1 Mar 2009
"SUVORAU, Yury",1991,Belarus,2:07.23,"['27.13', '32.83', '37.73', '29.54']",4 May 2009
"HALIKA, Michael",1978,Israel,2:07.28,[],8 Aug 2009
"JOHNSTON, Ewan S",1990,Great Britain,2:07.29,[],30 Jul 2009
"KOSTOMAJ, Aleks",1992,Slovenia,2:07.30,"['27.28', '33.90', '35.74', '30.38']",7 Aug 2009
"QUINTANILHA, Nuno Goncalo",1987,Portugal,2:07.32,"['26.90', '35.31', '35.13', '29.98']",21 Jul 2009
"DOWLING, Colm",1989,Ireland,2:07.34,"['27.49', '31.92', '37.90', '30.03']",26 Jul 2009
"HANSEN, Tobias Urban",1987,Denmark,2:07.36,"['27.41', '32.60', '37.94', '29.41']",7 Apr 2009
"SABLIC, Dujam",1992,Croatia,2:07.37,"['27.11', '31.77', '1:08.']",9 Jul 2009
"ZACZYNSKI, Karol",1991,Poland,2:07.40,"['26.69', '32.54', '37.82', '30.35']",23 May 2009
"KASPROWICZ, Kamil",1984,Germany,2:07.41,[],16 May 2009
"EVANS, Jamie",1988,Great Britain,2:07.45,[],30 Jul 2009
"HACIANE, Hocine",1986,Andorra,2:07.46,"['27.61', '35.47', '35.09', '29.29']",29 Jul 2009
"FESENKO, Kyrylo",1986,Ukraine,2:07.47,"['27.73', '32.26', '37.46', '30.02']",14 Jun 2009
"ROSSA, Stefano",1991,Italy,2:07.48,"['27.28', '32.87', '37.56', '29.77']",5 Mar 2009
"RIGHINI, Riccardo",1992,Italy,2:07.49,[],8 Nov 2009
"BALOG, Gabor",1990,Hungary,2:07.53,"['26.82', '30.64', '1:10.']",29 Mar 2009
"SURGELOOSE, Glenn",1989,Belgium,2:07.54,"['26.01', '33.32', '1:08.']",6 Mar 2009
"CHAMMHA, Itai",1985,Israel,2:07.54,[],8 Aug 2009
"KIRTON, James",1985,Great Britain,2:07.54,[],5 Dec 2009
"CROENEN, Louis",1994,Belgium,2:07.55,[],28 Jul 2009
"STEIMETZ, Boris",1987,France,2:07.56,"['1:00.', '1:06.']",17 Jan 2009
"BARTOS, Dominik",1987,Czech Republic,2:07.56,"['27.31', '32.29', '37.82', '30.14']",30 May 2009
"KRZNARIC, Fran",1994,Croatia,2:07.60,"['27.23', '32.55', '38.27', '29.55']",6 Jul 2009
"HAJDER, Ensar",1991,Bosnia-Herzegovina,2:07.61,"['27.05', '33.74', '38.19', '28.63']",27 Jun 2009
"BOSSARD, Kilian",1986,Switzerland,2:07.62,"['27.68', '32.69', '36.00', '31.25']",6 Jul 2009
"SCHWARZ, Daniel",1987,Germany,2:07.63,"['26.92', '33.24', '1:07.']",25 Jun 2009
"TABOADA VILA, Alberto",1987,Spain,2:07.63,"['27.56', '1:40.']",26 Jun 2009
"MARTIN, Quentin",1991,France,2:07.65,"['26.66', '32.61', '38.24', '30.14']",21 May 2009
"ARNICKE, Troy",1991,Germany,2:07.70,"['27.44', '34.67', '1:05.']",25 Jun 2009
"FOUGERON, Adrien",1990,France,2:07.72,"['27.71', '33.05', '37.14', '29.82']",21 May 2009
"FIRSOV, Felix",1993,Russia,2:07.75,[],16 May 2009
"GRAETER, Phillip",1990,Germany,2:07.77,[],22 Mar 2009
"IOFFE, Oleksandr",1991,Ukraine,2:07.79,"['27.92', '32.66', '38.14', '29.07']",14 Jun 2009
"HJELM, Mans",1992,Sweden,2:07.79,"['27.38', '32.13', '37.31', '30.97']",18 Jul 2009
"STRAUGHAN, Sam",1993,Great Britain,2:07.80,[],17 Mar 2009
"ZAMBO, Balazs",1992,Hungary,2:07.80,"['29.25', '32.05', '1:06.']",14 Jun 2009
"PETRIC, Jan Karel",1991,Slovenia,2:07.82,"['27.52', '32.39', '38.65', '29.26']",19 Dec 2009
"GRUET, Raphael",1989,France,2:07.84,"['27.99', '33.60', '36.45', '29.80']",21 May 2009
"KELBL, Ondrej",1988,Czech Republic,2:07.85,"['26.03', '32.52', '1:09.']",20 Feb 2009
"WALLACE, Dan",1993,Great Britain,2:07.85,[],31 Jul 2009
"BECQ, Clement",1990,France,2:07.86,"['1:00.', '1:07.']",27 Jun 2009
"ALDABE BOMSTAD, Oscar",1990,Spain,2:07.89,"['27.94', '1:39.']",21 Jul 2009
"OSWALD, Maximilian",1994,Germany,2:07.90,[],24 May 2009
"STORK, Dominik",1988,Germany,2:07.90,"['26.24', '33.57', '1:08.']",25 Jun 2009
"DI CARLI, Marco",1985,Germany,2:07.92,[],28 Mar 2009
"JUNEFELT, Linus",1992,Sweden,2:07.93,"['26.68', '32.02', '39.33', '29.90']",2 Jul 2009
"GOURI, Lucas",1989,France,2:07.98,"['27.54', '33.38', '36.87', '30.19']",11 Apr 2009
"PEK, Csaba",1989,Hungary,2:07.98,"['28.07', '32.08', '1:07.']",28 Jun 2009
"BALDINI, Emanuele",1989,Italy,2:08.00,"['27.07', '32.75', '37.96', '30.22']",12 Aug 2009
"SANCHEZ GARCIA, Alex",1990,Spain,2:08.01,"['26.39', '1:41.']",4 Jul 2009
"KASHPERSKIY, Sergey",1992,Russia,2:08.04,[],16 Apr 2009
"LEZOTRE, Hugues",1986,France,2:08.05,"['27.04', '32.00', '37.77', '31.24']",25 Apr 2009
"GUGLIELMI, Giorgio",1983,Italy,2:08.11,[],3 May 2009
"TAGLIAMONTE, Enrico",1989,Italy,2:08.14,"['28.31', '32.89', '36.52', '30.42']",12 Aug 2009
"OKSA, Ossi",1988,Finland,2:08.15,"['26.61', '34.86', '35.79', '30.89']",26 Jun 2009
"KIRALY, Bence",1993,Hungary,2:08.15,"['27.70', '33.39', '37.18', '29.88']",19 Dec 2009
"JOHNSON, Matthew",1995,Great Britain,2:08.19,[],23 Jul 2009
"BALDINI, Emanuele",1989,Italy,2:08.00,"['27.07', '32.75', '37.96', '30.22']",12 Aug 2009
"SANCHEZ GARCIA, Alex",1990,Spain,2:08.01,"['26.39', '1:41.']",4 Jul 2009
"KASHPERSKIY, Sergey",1992,Russia,2:08.04,[],16 Apr 2009
"LEZOTRE, Hugues",1986,France,2:08.05,"['27.04', '32.00', '37.77', '31.24']",25 Apr 2009
"GUGLIELMI, Giorgio",1983,Italy,2:08.11,[],3 May 2009
"TAGLIAMONTE, Enrico",1989,Italy,2:08.14,"['28.31', '32.89', '36.52', '30.42']",12 Aug 2009
"OKSA, Ossi",1988,Finland,2:08.15,"['26.61', '34.86', '35.79', '30.89']",26 Jun 2009
"KIRALY, Bence",1993,Hungary,2:08.15,"['27.70', '33.39', '37.18', '29.88']",19 Dec 2009
"JOHNSON, Matthew",1995,Great Britain,2:08.19,[],23 Jul 2009
"LAGERQVIST, Anton",1991,Sweden,2:08.21,"['27.60', '35.90', '34.51', '30.20']",2 Jul 2009
"KUZNYETSOV, Oleg",1992,Ukraine,2:08.22,"['26.92', '33.98', '38.14', '29.18']",4 May 2009
"JUOPPERI, Sami",1992,Finland,2:08.22,"['27.19', '33.20', '1:07.']",9 Jul 2009
"MICHELIN, Andrea",1990,Italy,2:08.23,"['27.53', '33.77', '37.59', '29.34']",12 Aug 2009
"JENSEN, Mads",1991,Denmark,2:08.26,"['26.95', '32.42', '38.16', '30.73']",7 Apr 2009
"TRUJILLO VAAMONDE, Alex",1991,Spain,2:08.26,"['27.69', '1:40.']",18 Jul 2009
"GREGORY, Michael",1991,Great Britain,2:08.26,[],31 Jul 2009
"DIENER, Christian",1993,Germany,2:08.27,[],24 May 2009
"MUNOZ ILLANA, Victor",1988,Spain,2:08.28,"['27.96', '1:40.']",21 Jul 2009
"SATTA, Giovanni Maria",1984,Italy,2:08.29,[],2 May 2009
"STOFFEL, Martin",1988,Germany,2:08.30,"['1:00.', '1:07.']",26 Apr 2009
"KOZLOVSKIJ, Igor",1992,Lithuania,2:08.30,[],20 Dec 2009
"VENTRONE, Stefano",1991,Italy,2:08.31,"['27.55', '31.97', '38.64', '30.15']",30 May 2009
"HIGSON, Ben",1986,Great Britain,2:08.36,[],27 Jun 2009
"BICANIC, Vedran",1986,Croatia,2:08.37,"['26.51', '32.18', '39.36', '30.32']",6 Jul 2009
"SCANLON, Iain",1990,Great Britain,2:08.39,[],17 Jan 2009
"CSEH, Laszlo",1985,Hungary,1:57.73,"['24.94', '28.88', '34.73', '29.18']",11 Aug 2010
"GODDARD, James",1983,Great Britain,1:57.76,[],2 Apr 2010
"ROGAN, Markus",1982,Austria,1:58.03,"['25.70', '29.08', '34.23', '29.02']",11 Aug 2010
"ROEBUCK, Joe",1985,Great Britain,1:59.46,"['25.17', '30.80', '34.81', '28.68']",11 Aug 2010
"NEVO, Gal",1987,Israel,1:59.67,"['26.04', '31.99', '33.05', '28.59']",10 Aug 2010
"SJOEDIN, Simon",1986,Sweden,1:59.72,"['25.68', '30.42', '34.41', '29.21']",10 Aug 2010
"JANUSAITIS, Vytautas",1981,Lithuania,2:00.05,"['26.20', '30.22', '34.54', '29.09']",10 Aug 2010
"VERRASZTO, David",1988,Hungary,2:00.43,"['26.92', '30.40', '34.27', '28.84']",10 Aug 2010
"DEIBLER, Markus",1990,Germany,2:00.53,"['24.90', '31.23', '34.20', '30.20']",10 Aug 2010
"TARCZYNSKI, Marcin",1990,Poland,2:00.81,"['26.20', '30.22', '35.75', '28.64']",11 Aug 2010
"JUKIC, Dinko",1989,Austria,2:00.90,"['25.76', '30.75', '35.63', '28.76']",10 Aug 2010
"LIIVAMAEGI, Martin",1988,Estonia,2:00.93,"['26.03', '31.11', '34.12', '29.67']",10 Aug 2010
"TIKHONOV, Alexander",1988,Russia,2:00.95,"['26.64', '30.12', '35.23', '28.96']",10 Aug 2010
"CABELLO FORNS, Alan",1988,Spain,2:00.96,"['26.77', '1:34.']",20 Jul 2010
"SCHEPERS, Jan David",1990,Germany,2:01.32,"['25.59', '31.51', '1:04.']",1 Jul 2010
"WALLBURGER, Tim",1989,Germany,2:01.45,"['26.28', '30.88', '1:04.']",1 Jul 2010
"TURRINI, Federico",1987,Italy,2:01.57,"['26.68', '30.27', '35.44', '29.18']",15 Apr 2010
"KIS, Gergo",1988,Hungary,2:01.67,"['26.68', '30.32', '1:04.']",10 Jul 2010
"CARVALHO, Diogo Filipe",1988,Portugal,2:01.72,"['25.80', '30.64', '35.49', '29.79']",1 Aug 2010
"DIOLI, Luca Angelo",1988,Italy,2:01.91,"['27.01', '31.38', '34.90', '28.62']",23 Jul 2010
"PAVONI, Roberto",1991,Great Britain,2:01.93,[],2 Apr 2010
"LLOYD, Ieuan",1993,Great Britain,2:01.97,[],2 Apr 2010
"DUBROV, Denys",1989,Ukraine,2:02.03,"['26.07', '31.15', '35.48', '29.33']",10 Aug 2010
"KORZENIOWSKI, Pawel",1985,Poland,2:02.16,"['26.46', '31.95', '35.99', '27.76']",5 Jun 2010
"JASINSKI, Jakub",1987,Poland,2:02.18,"['26.88', '30.36', '34.66', '30.28']",5 Jun 2010
"LEBHERZ, Yannick",1989,Germany,2:02.35,"['25.62', '30.82', '1:05.']",26 Aug 2010
"DRYMONAKOS, Ioannis",1984,Greece,2:02.50,[],15 May 2010
"STACCHIOTTI, Raphael",1992,Luxembourg,2:02.52,"['26.12', '31.65', '35.73', '29.02']",16 Jul 2010
"MCKENNA, Mark",1988,Great Britain,2:02.57,[],21 Aug 2010
"COLUPAEV, Dimitri",1990,Germany,2:02.58,[],6 Mar 2010
"NAGY, Peter",1985,Hungary,2:02.61,"['27.65', '30.02', '1:04.']",10 Jul 2010
"COVA, Davide",1989,Italy,2:02.69,"['26.60', '31.57', '34.94', '29.58']",23 Jul 2010
"ALMEIDA, Carlos Esteves",1988,Portugal,2:02.75,"['26.53', '31.77', '35.09', '29.36']",10 Aug 2010
"TANCOCK, Liam",1985,Great Britain,2:02.79,"['26.10', '30.95', '35.82', '29.92']",12 Jun 2010
"ATSAPKIN, Alexey",1992,Russia,2:02.92,"['26.30', '31.30', '35.33', '29.99']",6 May 2010
"VIVES GOMIS, Carlos",1988,Spain,2:02.97,"['26.57', '31.26', '35.70', '29.44']",10 Aug 2010
"ALYFANTIS, Romanos-Iason",1986,Greece,2:03.02,[],15 May 2010
"GORBUNOV, Dmitry",1991,Russia,2:03.13,"['26.16', '30.87', '36.08', '30.02']",6 May 2010
"MANGONI, Vanni",1985,Italy,2:03.16,"['26.74', '1:36.']",9 Jun 2010
"LIOUPIS, Matteo",1990,Greece,2:03.18,[],26 Feb 2010
"FUCIK, Tomas",1985,Czech Republic,2:03.21,"['26.71', '32.68', '34.37', '29.45']",10 Aug 2010
"WOJT, Lukasz",1982,Poland,2:03.24,"['26.15', '30.92', '1:06.']",1 Jul 2010
"TOUMARKIN, Yakov Yan",1992,Israel,2:03.32,"['26.78', '30.85', '36.67', '29.02']",15 Jul 2010
"ROKI, Niksa",1988,Croatia,2:03.32,"['26.50', '30.66', '36.30', '29.86']",10 Aug 2010
"STROHMEYER, Guillaume",1985,France,2:03.33,"['26.22', '31.05', '37.18', '28.88']",14 Apr 2010
"PEDURAND, Ganesh",1992,France,2:03.39,"['26.42', '32.05', '35.16', '29.76']",16 Jul 2010
"PURNELL, William",1988,Great Britain,2:03.43,[],26 Jun 2010
"GILCHRIST, Kristopher",1983,Great Britain,2:03.46,[],26 Jun 2010
"GYURTA, Gergely",1991,Hungary,2:03.49,"['27.40', '30.90', '1:05.']",10 Jul 2010
"SCOZZOLI, Fabio",1988,Italy,2:03.50,"['26.73', '31.95', '34.83', '29.99']",23 Jul 2010
"PAVLOV, Ivan",1990,Russia,2:03.60,"['26.62', '31.44', '36.22', '29.32']",6 May 2010
"DEKKER, Bram",1989,Netherlands,2:03.62,"['27.52', '32.56', '34.27', '29.27']",26 Mar 2010
"ALEXANDROV, Mihail",1985,Bulgaria,2:03.64,"['27.00', '33.73', '34.07', '28.84']",11 Jul 2010
"ROSOLINO, Massimiliano",1978,Italy,2:03.70,"['27.28', '33.09', '34.19', '29.14']",15 Apr 2010
"MARIN, Luca",1986,Italy,2:03.77,"['28.14', '31.19', '35.40', '29.04']",15 Apr 2010
"GREMIZZI, Giacomo",1990,Italy,2:03.87,"['26.70', '32.25', '35.55', '29.37']",23 Jul 2010
"SMITH, Lewis",1988,Great Britain,2:03.88,"['27.01', '31.05', '35.82', '30.00']",8 Oct 2010
"BOGGIATTO, Alessio",1981,Italy,2:03.92,"['26.93', '32.38', '34.48', '30.13']",19 Jun 2010
"MALY, Jakub",1992,Austria,2:03.96,"['26.55', '31.86', '35.56', '29.99']",16 Jul 2010
"RONDAN, Arnaud",1988,France,2:03.98,"['26.74', '32.12', '35.53', '29.59']",14 Apr 2010
"SOLAECHE GOMEZ, Eduardo",1993,Spain,2:04.06,"['26.52', '32.24', '35.72', '29.58']",16 Aug 2010
"SOULIER, Christophe",1984,France,2:04.08,"['25.87', '32.01', '35.53', '30.67']",14 Apr 2010
"ZHILIN, Dmitry",1990,Russia,2:04.09,"['26.54', '31.62', '36.06', '29.87']",6 May 2010
"WOLF, Bernhard",1988,Austria,2:04.10,"['26.68', '31.87', '36.12', '29.43']",28 Feb 2010
"SKAANING, Daniel",1993,Denmark,2:04.14,"['26.86', '31.81', '36.22', '29.25']",10 Aug 2010
"LEPS'KYY, Vadym",1985,Ukraine,2:04.23,"['27.42', '31.32', '36.35', '29.14']",29 Mar 2010
"MOURAO, Duarte Rafael",1984,Portugal,2:04.29,"['25.65', '31.56', '36.28', '30.80']",1 Aug 2010
"HORTH, Fabien",1985,France,2:04.32,"['26.72', '32.44', '36.23', '28.93']",14 Apr 2010
"CHRISTENSEN, Chris",1988,Denmark,2:04.35,"['27.15', '31.58', '35.20', '30.42']",10 Aug 2010
"FEBBRARO, Nicola",1981,Italy,2:04.36,"['27.11', '32.40', '35.96', '28.89']",15 Apr 2010
"ARYBLIAS, Georgios",1988,Greece,2:04.36,[],15 May 2010
"WALLACE, Dan",1993,Great Britain,2:04.36,"['27.07', '31.65', '35.52', '30.12']",15 Jul 2010
"MOHAMMED, Xavier",1990,Great Britain,2:04.39,[],21 Aug 2010
"SHUDRENKO, Roman",1987,Ukraine,2:04.44,"['26.66', '32.13', '35.50', '30.15']",29 Mar 2010
"PELIZZARI, Matteo",1991,Italy,2:04.46,"['26.72', '32.58', '35.21', '29.95']",23 Jul 2010
